model_name,user_id,alpha,backspace_rate,bigram_32_16,bigram_65_78,bigram_65_83,bigram_65_85,bigram_66_69,bigram_67_72,bigram_68_65,bigram_68_69,bigram_68_73,bigram_69_32,bigram_69_73,bigram_69_76,bigram_69_78,bigram_69_82,bigram_69_83,bigram_71_69,bigram_72_69,bigram_72_82,bigram_73_69,bigram_73_77,bigram_73_78,bigram_76_65,bigram_76_69,bigram_77_69,bigram_78_68,bigram_78_69,bigram_82_32,bigram_82_69,bigram_83_32,bigram_83_67,bigram_83_69,bigram_83_84,bigram_84_69,bigram_85_83,bigram_8_8,correct,duration_med,pp_mad,pp_med,pp_perc95,pr_med,reaction_time,rp_med,rr_med,bal_accuracy,roc_auc,sens,spec,roc_auc_session,bal_accuracy_session,sens_session,spec_session,bigram_69_72,n_sessions_train,n_trials_train,bigram_73_84,bigram_77_32,bigram_8_69,bigram_85_78
only_performance,u551,70.1502595480982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.64251635144328,,,,,,100,,,0.599107270563163,0.618404633742717,0.652694610778443,0.545519930347882,0.845082680591821,0.809399477806789,1,0.618798955613577,,19,590,,,,
full,u640,14.9317758966266,1.0290852516958,21.1032561925614,0.132689472202221,2.7112315530307,1.36019683437668,0.830981513932613,1.56598987636925,3.07287749440302,2.17095174426758,0.711459212926114,2.79036708616424,2.80764175486446,0.523033331681993,5.75585344887559,3.74395058139057,0.82968994191846,2.65941418025217,0.574604683101465,0.235828724643762,3.39107496177837,3.5777541930128,4.45512445447559,0.360761997702594,2.01966278449848,0.502924415613735,1.43039760355446,3.24625862657125,1.15809887378344,1.82515345142279,3.09361454328233,1.24890809098227,0.021901999332936,3.75666259434895,1.51372304252119,0.280312291114546,3.34731942915975,16.7813789175459,100,3.80372922460624,12.9278527016982,8.25292348908842,34.9377094246789,12.0459597984045,28.354696111336,10.7427011545096,0.898089552320293,0.941885033279698,0.954954954954955,0.84122414968563,0.991219329929007,0.942894507410637,1,0.885789014821273,0.454258459291704,27,670,1.94240020196797,2.76279215204896,,2.58994040178315
bigram_agnostic,u640,17.5303594445078,4.19159109182671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.78089541889521,100,7.68742909571031,11.466944999357,15.0132766845263,27.3946104322869,13.2633388572949,15.9179696482349,8.12003420500163,0.863335837921097,0.930971650386816,0.900900900900901,0.825770774941292,0.982936853904596,0.932868352223191,1,0.865736704446382,,27,670,,,,
only_keystroke,u640,,0.91761835951317,24.2836128279202,0.352156027818995,2.82326696059064,1.01188712032865,1.47555688569017,1.97233671312293,2.97903307401048,2.25155928273362,2.91908772992048,6.07597502724637,3.12160120639644,0.395537559945344,6.70101122327123,6.51124907676064,0.82524797515848,2.18139851881139,1.78315011404505,0.351750846803157,1.73861926512283,2.08444547479836,4.23295353680419,0.342447056901657,1.78113274369965,1.00093618151493,0.259609696644573,2.88840579961334,3.08650791291497,1.44024551881833,2.53226995977488,2.6037089642121,0.550700196563235,4.39713642961921,1.70704501745568,0.548144755020052,2.69143902474551,,100,4.26510541087767,16.6371303602418,18.3672898440414,55.7301589935996,,18.6882606110988,10.1363234208572,0.884535433092361,0.931620659368579,0.936936936936937,0.832133929247784,0.986984680533068,0.938099389712293,1,0.876198779424586,0.159941348959232,27,670,2.6244439905425,5.62474277625384,0.297658251121525,1.8276206727324
only_performance,u640,99.7799036694159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.3322765400291,,,,,,100,,,0.656750171124082,0.697909522278885,0.747747747747748,0.565752594500417,0.792128534064017,0.705816415493835,0.857142857142857,0.554489973844813,,27,670,,,,
full,u246,30.699867528633,2.71606955288206,30.6397861688342,15.1264081850701,10.8219451272555,6.55289875866749,2.7299330243538,11.1050990647594,10.6663363906425,40.9675499294328,5.77616850935421,43.1201266238571,9.33141123516014,0.888831436502179,58.7460520284001,78.8252135965435,3.32654327337831,18.7849975274418,2.13009107857682,1.09969113326186,12.8208342808465,2.34491577961385,14.4830629762382,5.71517753689887,0.335465858392801,6.86858668933479,3.95136189228309,1.30624573619067,22.9046747593317,2.56084027273941,16.7241112326334,1.4436993306045,3.79054860110958,31.102576874903,20.1491006746294,0.377922401377414,8.61605321955956,3.66824179453583,100,10.1679011409864,32.7654390505377,18.5815005721175,19.9310697694565,13.7821856692692,36.9092769662252,77.0051364238506,0.811003189266949,0.891997144722072,0.852941176470588,0.769065202063309,0.867493472584854,0.836705831157528,0.75,0.923411662315057,0.651829117802058,16,479,6.99305924032905,5.1758079129082,2.89225759905574,5.04829339339665
bigram_agnostic,u246,42.797367022602,9.03909486899504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.96302189443913,100,32.6817604070502,55.0321527648598,49.0172551581512,39.3158791632354,40.4726278803895,37.2518292240656,88.2208529323095,0.747656620075573,0.804086698508358,0.852941176470588,0.642372063680558,0.946475195822454,0.868146214099217,1,0.736292428198433,,16,479,,,,
only_keystroke,u246,,2.59005395113387,41.9603716574478,19.3891258348652,11.1554290349866,5.21206421779227,4.46689866402549,12.7011666899406,12.2614453531214,43.2175521732463,11.822241496675,43.5044265499393,11.7094983141935,0.586606333274863,56.6807172734568,68.1121440847998,1.60033873085656,13.6175274026785,2.61647208516814,0.385892379207334,12.7889167119145,3.57685667962524,15.8764234039631,4.03154118972543,0.344592344372534,4.7539994383816,7.16903658091586,1.11705522561954,22.4663514095062,2.81607943742273,16.4799843538287,2.69805039269531,5.88142175068937,23.39596114179,22.3076770876813,0.448891512332585,9.63347359841773,,100,16.6442291996671,36.0624880380226,38.6486799113739,24.2643731124808,,35.1604284280887,99.8593975386959,0.818337575502239,0.887916149129253,0.867647058823529,0.769028092180948,0.964425587467362,0.834094865100087,0.75,0.918189730200174,0.640754613851199,16,479,9.61156153888009,7.50519953624627,7.41706330649411,4.40137318743938
only_performance,u246,58.9364804640268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.53525736033344,,,,,,100,,,0.56394401101072,0.593005414768427,0.536764705882353,0.591123316139088,0.72780678851175,0.643385552654482,0.5,0.786771105308964,,16,479,,,,
full,u387,20.4871239521296,7.82067908525133,80.7677603623598,0.675622877486751,4.08473901405211,5.84895214060392,1.18772688388613,9.54884033544193,7.77006557260373,9.06568556021129,6.92615722419116,15.8921582032025,1.84674645243367,0.414456449862194,8.00790907490373,34.5252230374162,6.83178305766185,40.3404466080773,5.55405989740103,0.438262550964006,17.614269491866,5.82385024013651,2.943096951205,9.68302195426785,1.89485555919989,0.763409034607377,0.702122790063223,,3.16201005089625,1.45760794850088,10.1182507879686,17.8165486403135,4.45994852478443,5.56877818816584,31.5783202431244,0.378528519901495,12.9252821350599,1.69642322501042,100,5.98954178833613,32.23930436212,10.3213025356459,31.178152403172,9.88161094293574,36.9350192541093,11.9915415671056,0.846354712576483,0.913960430242136,0.867549668874172,0.825159756278793,0.988695652173913,0.959565217391304,1,0.919130434782609,4.54524671613652,12,424,11.2913091317979,1.77524831559596,1.30978826622012,0.900833401136605
bigram_agnostic,u387,23.2640931357632,10.2789305847966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.792619193695393,100,12.903460186785,18.7239815657959,17.7852926636001,21.8188829453894,17.5264326178328,19.1457101153653,16.107377803552,0.773038316902524,0.853186366414445,0.794701986754967,0.751374647050082,0.964673913043478,0.91304347826087,1,0.826086956521739,,12,424,,,,
only_keystroke,u387,,4.86188964940476,41.2790428561958,0.329098009763557,2.48320339044329,2.11857390460806,2.14467795580971,4.52692341236047,5.44170154888695,5.05805841724222,2.57174141843771,7.67792449383679,0.308131693277313,1.33892800539862,2.08191239198476,15.5756484902546,4.55051900664223,23.7659437995816,2.73772146499703,0.349346091985111,13.2408737115218,1.92217039031344,2.43350783106009,5.87747759869109,0.890549911779462,0.762731998146153,0.0832536788958089,0.407212574885141,4.44808374321822,1.10156930437838,7.04767377334291,9.5955190648283,4.30167877263749,1.58009331737597,17.7713340522255,0.37236756364902,8.46814195151362,,100,2.28397004744714,5.42816552471607,11.4570850297187,18.7148946786423,,12.4075176594713,12.8726915658577,0.826343227249062,0.905614868528973,0.834437086092715,0.818249368405409,0.984456521739131,0.960434782608696,1,0.920869565217391,1.47278282563702,12,424,6.15732070944114,0.540204921521379,0.606320576757294,0.215511855476531
only_performance,u387,74.6858395918506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.91834434688623,,,,,,100,,,0.51991146849802,0.55430520166247,0.496688741721854,0.543134195274186,0.618804347826088,0.580869565217391,0.5,0.661739130434783,,12,424,,,,
full,u318,12.9147337863302,19.3209954352872,9.10992053004234,,2.07325914784313,,15.2266829618093,26.3188628921955,,13.4702145775423,5.85266456586468,16.8003654084586,11.1114034698743,,18.3391959423911,48.6687284842108,1.90052374814898,0.42191124840735,,,12.0923660045319,9.16243358659086,,,,,,3.03390432803251,4.86428865704729,,3.33216703902107,,,0.869055600725782,1.18142562652176,,3.7931712003156,,100,22.4307789161784,13.116070826012,26.5438787833604,15.7780606701531,40.4195002524566,43.993417930746,41.1631078348478,0.620170380597775,0.688669916592133,0.576923076923077,0.663417684272473,0.850694444444445,0.892795138888889,1,0.785590277777778,,4,43,,5.30836622130183,,
bigram_agnostic,u318,20.8495408518711,26.8880079141116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,40.1547137671642,24.0650964871791,62.2044885516874,15.0577841953754,80.1206712052925,28.4501225536052,44.7804804881567,0.6334214189518,0.664418550039086,0.634615384615385,0.632227453288215,0.873263888888889,0.868489583333333,1,0.736979166666667,,4,43,,,,
only_keystroke,u318,,15.0556039137046,28.7623845831772,,0.617429644631878,,32.5406961369797,19.1333078075762,3.95189921274158,7.48648535115362,10.2099140020714,17.122315663633,11.5460627437802,,27.5786845236784,78.8831067233743,8.04414624606095,,,,18.3861670596531,24.2869361378611,,,,,0.165997268319322,4.60557815839926,5.35417366788603,,1.30605781652857,1.25811550359197,,0.165475297287842,1.14853339375041,,10.9976654950528,,100,49.6749542740034,19.4123410608431,66.5055973027171,15.2306325613169,,30.8396394808171,44.7721853720884,0.6139360124942,0.672872505969766,0.576923076923077,0.650948948065323,0.861979166666667,0.898871527777778,1,0.797743055555556,,4,43,,6.09405644681461,,
only_performance,u318,97.1288261097813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.37300150686111,,,,,,100,,,0.514552517513383,0.523307440499767,0.461538461538462,0.567566573488304,0.513454861111111,0.30859375,0,0.6171875,,4,43,,,,
full,u295,100,1.69897410936388,25.9357986059226,0.216127086135112,10.3883763891697,1.00285918807739,3.02804470980161,5.41660367241819,3.4492691202194,18.0264619793086,5.32182076817824,3.97720963313908,2.19637797721073,0.997696040298739,2.04105283898963,3.86870350511718,2.19074786625296,3.00364212967439,0.78337971834246,1.1747689356316,3.08973530695779,1.53009577689488,2.51622559705363,0.846110819335425,0.301539092326129,2.07179366600156,0.183704562193636,0.81971329925784,5.6896266052546,0.646965261235684,0.90138790612978,5.30019872487921,2.30420252211391,5.94631205299721,1.05210430089569,1.52947453274382,0.81350506957202,1.99455356122601,63.5989874040803,4.96097396433061,10.8873670162115,4.89772847134934,20.115226735345,4.95914127119464,16.2326802441247,7.2221631345938,0.779148720221749,0.876149669871044,0.72316384180791,0.835133598635589,0.976657940663177,0.906522687609075,0.875,0.93804537521815,0.979527510174304,29,1006,0.968475956706836,14.3638152246844,0.10466089225493,0.515710472574062
